date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Wind (Curtailment) -  GWh,Solar (Utility) (Curtailment) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2013-04-01,0.00,-2.46,4013.68,7870.47,8.58,0.52,138.75,1188.49,356.83,0.00,0.00,0.00,1353.21,464.46,0.00,0.00,0.00,0.00,5092915.90,7092324.90,402.63,558.75,78720.68,551925.72,214662.36,0.00,0.00,846.61,55.04,0.00,121461.62,203455441.23,434848018.52,514917.77,111491.95,11243556.27,69951486.83,22063844.66,0.00,0.00,0.00,65757368.51,24930782.14,0.00,0.00
2013-05-01,0.00,-6.95,3979.17,8853.09,11.64,3.75,204.89,1094.68,373.23,0.00,0.00,0.00,1564.24,635.75,0.00,0.00,0.00,0.00,5090516.29,8018900.82,532.29,3318.39,117514.39,527772.14,222672.37,0.00,0.00,836.52,60.20,0.00,346226.27,220033831.81,504859707.28,731273.89,456177.26,28845292.42,78867945.98,30026331.00,0.00,0.00,0.00,79711089.21,41002778.16,0.00,0.00
2013-06-01,0.00,-4.98,3993.05,8920.96,24.69,1.09,267.80,1202.46,376.71,0.00,0.00,0.00,1532.81,489.44,0.00,0.00,0.00,0.00,5101236.26,8098253.03,560.31,1117.10,152698.07,575546.58,227952.39,0.00,0.00,842.50,64.06,0.00,254010.08,246732037.52,536198390.44,1614277.32,734279.79,31306568.99,84043253.25,35649964.97,0.00,0.00,0.00,88561518.85,31510467.41,0.00,0.00
2013-07-01,0.00,-4.45,3895.51,8909.55,30.49,0.22,213.62,1244.36,362.94,0.00,10.86,0.00,1903.48,747.03,0.00,0.00,0.00,0.00,5006692.83,8060368.19,617.86,236.43,123003.96,562818.46,213222.83,0.00,6145.77,807.06,59.97,0.00,219482.83,231438309.65,528783581.65,1845537.43,26550.19,17280670.43,77461118.70,25163060.45,0.00,655758.37,0.00,105421857.75,42131333.15,0.00,0.00
2013-08-01,0.00,-2.15,3701.44,8395.69,49.85,17.46,225.75,1203.34,459.85,0.00,24.58,0.00,1762.37,1021.93,0.00,0.00,0.00,0.00,4782273.98,7641452.09,4182.42,12385.49,129989.24,538692.92,266534.18,0.00,13903.14,794.15,57.46,0.00,99856.57,201251749.06,480584183.32,3079360.85,986758.81,18964285.70,74025799.56,30804515.94,0.00,1497456.17,0.00,88716335.38,58144749.24,0.00,0.00
2013-09-01,0.00,-3.06,3314.75,7641.56,61.06,21.63,164.44,1053.18,594.19,0.00,20.44,0.00,1671.28,798.96,0.00,0.00,0.00,0.00,4266398.68,6924429.02,5219.95,15344.32,94648.72,472783.03,337680.98,0.00,11565.22,790.70,52.88,0.00,147764.81,164132186.62,412970405.09,3349247.05,1162767.99,11058563.58,58839313.75,32369922.41,0.00,1127227.52,0.00,77878288.35,40988825.36,0.00,0.00
2013-10-01,0.00,-1.66,3756.24,7793.25,36.07,3.45,102.78,1135.10,457.30,0.00,18.37,0.00,1782.06,869.91,0.00,0.00,0.00,0.00,4798112.19,7047444.83,2261.70,2456.79,59182.60,487416.13,274327.07,0.00,10391.44,794.94,53.76,0.00,85249.41,187651640.21,436821185.53,2042190.60,193941.32,6460316.17,67185479.13,27157936.97,0.00,1101469.79,0.00,78595419.53,42744637.49,0.00,0.00
2013-11-01,0.00,-3.70,4016.25,7418.68,10.53,0.19,120.08,1286.49,372.60,0.00,21.73,0.00,1575.05,639.75,0.00,0.00,0.00,0.00,5075480.78,6774377.27,480.97,209.00,69122.42,551553.07,226479.23,0.00,12292.38,822.25,50.34,0.00,181955.90,189139238.11,385010772.75,572299.28,10095.91,6270744.92,67073127.36,19703073.67,0.00,1148282.24,0.00,74611283.98,30623891.92,0.00,0.00
2013-12-01,0.00,-2.95,4002.72,7842.92,14.39,0.80,145.62,1337.07,421.04,0.00,20.88,0.00,1619.38,643.70,0.00,0.00,0.00,0.00,5096615.86,7156588.30,653.12,817.00,83711.17,588024.93,256991.00,0.00,11809.85,822.36,61.43,0.00,134822.51,206467199.43,479420984.98,849170.74,928354.49,24038840.65,84577484.67,43866110.09,0.00,1215334.72,0.00,89281830.06,36603115.88,0.00,0.00
2014-01-01,0.00,-20.52,4263.08,8609.00,21.25,6.44,225.36,1517.62,566.44,0.00,23.03,0.00,1160.34,734.65,0.00,0.00,0.00,0.00,5432252.28,7810899.89,782.66,6735.35,128563.15,680270.12,350583.01,0.00,13030.69,843.13,74.56,0.00,917283.92,332450619.78,536870108.23,1692817.67,2864976.45,48346009.70,113022994.30,87065034.01,0.00,1603682.88,0.00,83432351.44,43441664.08,0.00,0.00
2014-02-01,0.00,-12.24,3905.14,7795.25,24.32,3.90,192.31,1289.45,553.12,0.00,21.98,0.00,1033.50,603.24,0.00,0.00,0.00,0.00,4952549.42,7049152.92,617.28,4039.19,109636.54,577252.22,335347.29,0.00,12434.40,846.27,54.54,0.00,557462.85,196063903.71,431267251.40,1482020.80,416680.34,13817853.95,73819834.47,37811536.03,0.00,1206896.20,0.00,50262911.06,29962961.95,0.00,0.00
2014-03-01,0.00,-7.57,4176.13,8341.30,24.36,2.01,114.72,1396.75,613.06,0.00,24.05,0.00,1007.20,524.54,0.00,0.00,0.00,0.00,5343398.93,7529715.34,566.66,2283.12,66007.95,638338.55,364973.21,0.00,13603.92,860.78,48.40,0.00,321100.89,193661565.38,410311811.85,1203408.76,103608.05,5970530.23,67878676.27,30562345.49,0.00,1162016.74,0.00,46433854.36,23651257.01,0.00,0.00
2014-04-01,0.00,-2.91,3961.36,7542.25,-0.27,1.65,136.02,1336.84,544.37,0.00,25.31,0.00,1116.34,552.40,0.00,0.00,0.00,0.00,5101329.04,6795449.57,1.57,1730.44,76728.43,620991.23,317726.37,0.00,14317.46,849.80,47.43,0.00,133715.68,175361908.98,372490243.52,3524.79,111794.67,6933463.35,63694463.34,26740570.55,0.00,1246890.54,0.00,44404477.93,23837247.39,0.00,0.00
2014-05-01,0.00,-9.30,3859.08,7995.53,8.94,2.29,175.92,1447.09,619.94,0.00,25.21,0.00,1512.13,626.43,0.00,0.00,0.00,0.00,4903319.82,7211332.12,413.42,2375.19,99032.99,665614.65,357697.39,0.00,14259.66,814.97,49.93,0.00,416447.85,187855665.25,408878678.44,490279.57,159833.44,9965043.91,71367817.89,32652076.49,0.00,1293637.96,0.00,62726017.35,29177704.34,0.00,0.00
2014-06-01,0.00,-4.59,3766.57,7725.29,26.28,0.95,144.88,1529.92,610.59,0.00,24.57,0.00,1675.60,837.75,0.00,0.00,0.00,0.00,4759576.53,6952691.57,1536.59,1000.76,82589.97,678447.11,349913.99,0.00,13900.64,785.89,50.25,0.00,202277.70,185385243.21,388659676.76,1308437.24,58137.95,9857963.44,77898192.08,33452404.33,0.00,1222032.15,0.00,77867097.43,37761456.31,0.00,0.00
2014-07-01,0.00,-15.80,4185.53,8610.05,61.74,0.45,129.82,1394.00,644.53,0.00,23.90,0.00,1461.74,1039.46,0.00,0.00,0.00,0.00,5360900.14,7736418.41,5264.82,458.64,74414.64,630067.29,373163.10,0.00,13517.72,809.46,40.01,0.00,413001.99,165739964.62,331622585.40,2025181.36,92142.54,9407615.64,56394681.76,29151994.49,0.00,780259.76,0.00,55092413.61,37159456.03,0.00,0.00
2014-08-01,0.00,-16.37,4237.81,8595.03,46.99,0.17,260.45,1271.86,542.36,0.00,21.03,0.00,1354.90,566.83,0.00,0.00,0.00,0.00,5444014.78,7714552.03,4356.40,189.11,149553.94,576445.85,315695.47,0.00,11896.30,842.17,34.49,0.00,422491.62,148872879.98,276781033.76,1253935.12,18925.93,12415495.95,41222116.91,19307854.21,0.00,543630.85,0.00,50600158.69,18807941.87,0.00,0.00
2014-09-01,0.00,-9.53,3912.21,7742.02,57.84,0.15,133.21,747.64,740.96,0.00,13.11,0.00,1100.16,764.55,0.00,0.00,0.00,0.00,4996772.63,6951406.85,4833.91,157.96,75801.40,352136.99,434414.64,0.00,7416.33,843.49,38.23,0.00,325523.96,144001306.33,288072066.88,1917421.76,16606.68,7167799.97,29268791.61,29494701.36,0.00,374558.59,0.00,44996986.94,25876871.55,0.00,0.00
2014-10-01,0.00,-4.21,4332.43,7585.87,61.04,0.14,131.36,895.99,775.68,0.00,31.90,0.00,970.76,784.06,0.00,0.00,0.00,0.00,5525429.70,6861066.31,5451.02,158.93,75638.28,402455.54,460999.23,0.00,18828.15,857.69,28.86,0.00,77035.71,116863983.49,215223732.01,1406840.00,13551.88,4887260.42,22663896.61,21249513.61,0.00,801278.52,0.00,32632643.10,21444948.19,0.00,0.00
2014-11-01,0.00,-11.40,4169.01,7550.07,41.07,2.62,125.67,1212.78,937.27,0.00,50.41,0.00,752.23,744.96,0.00,0.00,0.00,0.00,5289084.60,6800662.36,3292.84,2771.70,72090.81,519305.24,564288.44,0.00,30776.22,852.81,34.15,0.00,249612.32,120633253.68,263264465.76,1390127.33,273743.93,6037155.98,41066502.13,34414015.53,0.00,1639959.62,0.00,29923615.09,22022073.29,0.00,0.00
2014-12-01,0.00,-4.20,4390.55,8011.95,4.51,6.43,123.84,1081.07,793.34,0.00,65.85,0.00,750.72,728.76,0.00,0.00,0.00,0.00,5541364.75,7204707.65,218.48,6738.66,71309.86,468029.87,479773.96,0.00,40205.48,865.82,56.10,0.00,81324.50,117866567.86,522070270.08,292726.38,13871580.81,4094825.55,74072689.56,84638472.37,0.00,6005946.26,0.00,34853338.00,20502285.69,0.00,0.00
2015-01-01,0.00,-15.97,4537.68,8401.30,14.91,15.63,134.92,1071.75,701.08,0.00,66.36,0.00,884.80,893.12,0.00,0.00,0.00,0.00,5780498.30,7553600.18,526.07,16393.12,77466.41,468239.01,426280.23,0.00,40483.66,859.80,60.96,0.00,406527.08,123016761.56,601688884.61,1114318.26,11470615.32,8462213.71,94291573.21,88853481.13,0.00,7061048.51,0.00,38854745.49,24886000.35,0.00,0.00
2015-02-01,0.00,-6.21,4159.84,7775.95,17.24,2.68,175.21,973.80,626.92,0.00,61.19,0.00,826.71,681.68,0.00,0.00,0.00,0.00,5262953.72,6993538.10,412.35,2814.41,100455.03,421050.06,380105.42,0.00,37294.58,862.94,34.93,0.00,170496.35,121915692.18,269114050.60,622898.30,172723.53,11254980.64,37384014.76,24653526.90,0.00,2075192.60,0.00,32978156.03,23761534.77,0.00,0.00
2015-03-01,0.00,-14.41,4431.82,8243.93,25.19,5.94,94.85,1072.77,803.97,0.00,67.26,0.00,887.41,752.05,1.96,30.96,0.00,0.00,5614281.44,7420347.19,760.21,6227.18,54573.10,466158.77,489847.56,0.00,40945.41,859.14,62.52,0.00,323938.25,115630806.31,599956565.82,3417698.45,15556715.61,3059910.28,94473595.71,101297666.16,0.00,7633407.03,0.00,45121301.39,20386128.15,64721.81,1380154.61
2015-04-01,0.00,-13.90,4278.51,7648.22,5.65,1.07,115.98,809.94,686.82,0.00,64.50,0.00,992.14,706.54,6.31,82.71,0.00,0.00,5405276.65,6878054.12,272.41,1113.87,66519.71,357716.90,412036.03,0.00,39240.30,855.42,34.81,0.00,380746.57,127172476.68,267148186.50,178394.94,104884.58,6670041.79,27363786.36,25398992.30,0.00,2052168.76,0.00,40082965.39,22365453.25,242561.91,2821682.83
2015-05-01,0.00,-7.80,4254.43,8412.98,3.43,0.36,140.51,758.52,646.32,0.00,66.58,0.00,1209.87,1042.71,10.71,77.31,0.00,0.00,5393969.63,7552787.62,169.48,295.05,80808.19,338313.08,391817.69,0.00,40539.62,830.45,33.32,0.00,183418.90,131036464.69,282560693.37,116379.38,39264.71,7488840.16,25805089.97,22534886.27,0.00,2065706.56,0.00,40897430.19,29127158.10,362519.49,2412873.53
2015-06-01,0.00,-11.52,4221.83,8717.18,23.68,0.83,217.97,883.66,598.36,0.00,61.29,0.00,1469.18,703.42,10.02,62.90,0.00,0.00,5330657.34,7817971.97,1920.61,891.94,125359.01,388197.76,363190.93,0.00,37345.23,829.39,36.97,0.00,319000.16,149581506.77,304061053.60,677669.69,336233.31,16487977.50,32660744.00,23315654.00,0.00,1913401.17,0.00,53636413.16,26720636.62,353939.03,2590129.50
2015-07-01,0.00,-26.99,4574.79,9359.28,59.05,1.95,254.43,780.93,386.67,0.00,64.61,0.00,1455.41,1067.57,14.78,75.04,0.00,0.00,5775150.68,8381499.78,5445.52,2125.69,146218.94,332385.05,238955.38,0.00,39281.31,825.85,41.79,0.00,914251.24,169417835.43,374857654.69,2337479.71,405678.39,27572791.04,35629416.76,22453731.67,0.00,2530521.55,0.00,58482245.01,40254978.21,539487.35,2980736.15
2015-08-01,0.00,-23.93,4180.71,8815.04,59.46,0.87,249.09,772.28,416.26,0.00,62.67,0.00,1611.66,971.61,16.77,90.20,0.00,0.00,5302187.95,7921018.07,5277.34,893.79,142946.77,327690.25,256452.37,0.00,38032.33,812.56,39.38,0.00,732453.16,151850551.29,335534332.45,2284680.07,290271.31,21739324.93,32778822.26,20332247.49,0.00,2385169.05,0.00,58779333.43,34008479.61,589451.99,3291588.82
2015-09-01,0.00,-18.91,3779.63,8235.87,58.19,0.59,265.16,798.93,340.10,0.00,61.09,0.00,1312.04,748.63,26.02,109.53,0.00,0.00,4819572.96,7407023.23,5268.65,544.77,151042.18,347087.14,208560.72,0.00,37205.18,825.63,52.74,0.00,731961.12,164689012.74,435823848.94,2615771.60,86638.16,17687315.29,42102155.86,26078828.61,0.00,2739966.90,0.00,86756500.80,34720069.91,1113941.09,5096604.03
2015-10-01,0.00,-4.19,4044.98,8368.89,59.90,0.21,212.94,722.47,431.24,0.00,58.97,0.00,938.75,837.05,30.37,199.61,0.00,0.00,5169760.02,7544855.63,5306.88,189.37,122262.41,321957.59,262434.77,0.00,35771.93,846.64,38.89,0.00,103871.33,145773922.98,313587481.24,2203898.05,10519.80,10172038.53,27953577.11,17461917.11,0.00,2150595.01,0.00,47814233.75,30059922.38,1210029.21,8661830.11
2015-11-01,0.00,-8.51,4024.42,8209.85,14.41,1.08,228.94,870.19,687.29,0.00,55.38,0.00,804.72,783.25,33.06,500.50,0.00,0.00,5100199.99,7363541.63,899.37,976.10,131128.77,380745.33,415962.94,0.00,33620.48,828.60,46.50,0.00,296532.52,143322491.59,373106195.48,527659.58,241207.45,13155403.91,40001467.95,37451287.46,0.00,2356511.25,0.00,61792776.84,36241281.78,1598099.69,26413465.54
2015-12-01,0.00,-21.36,4092.71,8687.10,5.93,2.00,302.00,958.38,710.78,0.00,43.82,0.00,984.44,856.23,33.66,555.62,0.00,0.00,5180685.91,7780362.55,284.02,1965.70,171917.32,416026.31,432766.72,0.00,26163.78,814.01,52.56,0.00,703760.04,206503711.70,392601052.83,281476.26,474705.46,32178932.36,49377761.83,42898926.05,0.00,1843743.03,0.00,83622272.35,45626790.04,1614976.43,33788905.34
2016-01-01,0.00,-17.20,4235.08,8727.08,28.21,5.07,209.15,814.62,513.67,0.00,57.43,0.00,1321.76,820.55,31.86,515.59,0.00,0.00,5361687.55,7846408.34,816.40,5307.22,119625.86,377989.04,319727.13,0.00,35047.14,814.85,57.40,0.00,541938.62,203333371.14,435781195.94,1467159.12,969875.45,20562835.31,51408552.84,55564753.43,0.00,2974206.65,0.00,128837484.14,48843310.50,1746683.94,35102149.34
2016-02-01,0.00,-21.38,4063.16,8739.35,26.25,23.03,141.97,847.25,558.03,0.00,61.40,0.00,1091.67,680.91,37.38,518.57,0.00,0.00,5113398.74,7866242.43,735.84,24086.59,81132.14,409763.93,345897.66,0.00,37395.48,827.71,72.76,0.00,697473.64,146316011.11,656046472.25,3291907.45,8749424.90,7970324.82,103379908.80,91072529.60,0.00,7100012.23,0.00,115344432.05,33792510.38,1638182.75,41055824.18
2016-03-01,0.00,-40.01,4299.00,8924.49,15.69,11.23,261.22,943.85,582.95,0.00,55.01,0.00,1140.89,612.22,38.56,467.57,0.00,0.00,5446908.63,8022377.83,429.22,11139.94,148654.61,450919.68,360332.46,0.00,33704.90,836.06,64.84,0.00,1572012.39,204430621.48,493041722.90,1239632.55,2826150.03,21800805.56,93116752.05,58810850.86,0.00,3695635.58,0.00,165218769.16,42173691.52,1949352.09,30695167.23
2016-04-01,0.00,-27.46,4111.50,8108.47,-0.74,63.98,208.78,647.85,631.86,0.00,35.44,0.00,890.54,666.50,39.23,396.79,0.00,0.00,5252543.53,7283494.31,0.00,63454.78,120047.70,324930.88,386065.58,0.00,22605.74,852.94,70.92,0.00,1299025.32,193551854.77,545764208.58,0.00,12719770.48,13786088.48,68424899.87,60738837.59,0.00,2379974.22,0.00,137364054.39,39926855.81,2432455.15,23794308.20
2016-05-01,0.00,-48.70,3763.86,8435.99,-0.32,3.85,278.64,727.26,428.60,0.00,41.46,0.00,1247.30,1298.69,35.01,343.19,0.00,0.00,4816759.78,7625688.43,6.45,3643.45,159221.06,340231.41,264003.80,0.00,26443.25,799.53,67.22,0.00,2119418.02,211016693.82,587550032.70,40403.45,437840.69,29282791.69,57268636.15,41079656.72,0.00,2913121.71,0.00,80748138.31,64797358.09,2270329.65,21880791.96
2016-06-01,0.00,-85.38,3759.02,8877.40,11.28,8.79,353.51,753.79,552.00,0.00,61.30,0.00,1681.68,1019.94,25.04,257.45,0.00,0.00,4776686.28,8024891.10,1383.55,8933.98,202345.76,343497.74,334759.19,0.00,37641.26,794.76,99.39,0.00,3742642.92,354903420.30,847550590.97,892748.11,1740559.28,56847962.28,80086062.67,78054386.87,0.00,5203852.76,0.00,163649052.30,87629266.12,2316007.82,23607626.23
2016-07-01,0.00,-63.03,3658.63,9573.44,10.81,13.83,345.01,683.30,353.87,0.00,70.06,0.00,1738.60,1242.64,31.76,305.95,0.00,0.00,4655696.70,8604937.56,1613.16,14446.84,197633.74,315346.60,224030.83,0.00,42577.61,782.43,81.12,0.00,2336994.29,234820121.38,636012359.48,870121.83,9113843.36,115683611.71,74309722.00,83493570.70,0.00,4291775.22,0.00,140509590.17,107419391.97,1923022.53,23023006.39
2016-08-01,0.00,-17.82,3956.84,9563.78,43.84,1.22,280.46,602.41,129.24,0.00,68.40,0.00,1620.11,999.21,39.21,429.52,0.00,0.00,5036827.35,8595220.83,4456.40,1157.75,161366.26,299205.54,77284.97,0.00,41574.60,802.48,50.23,0.00,611872.49,172407147.18,477027933.62,2156414.45,165440.82,25083453.90,36203808.43,13172118.53,0.00,3247631.01,0.00,83449386.66,38453140.37,1566157.57,17684249.14
2016-09-01,0.00,-11.47,3752.99,8477.78,49.81,1.50,236.28,673.68,176.40,0.00,64.71,0.00,1397.37,839.35,39.09,467.11,0.00,0.00,4784852.75,7599199.14,4834.00,1801.59,135983.44,324875.82,103144.48,0.00,39373.43,803.86,46.78,0.00,385312.92,153774744.87,393028479.30,2318110.28,113428.86,17432442.74,35045648.05,10871348.45,0.00,2988189.07,0.00,67780671.80,35829390.74,1641196.72,20360511.90
2016-10-01,0.00,-19.08,3635.22,7690.97,50.01,0.88,194.89,541.78,249.33,0.00,66.06,0.00,1923.58,1211.35,53.70,630.88,0.00,0.00,4634021.27,6922528.96,4695.04,881.07,112116.22,250425.34,155941.13,0.00,40324.31,746.84,49.94,0.00,853538.81,125152238.35,425153518.81,2727717.85,184052.86,15362758.51,33156942.10,16814845.21,0.00,3579659.44,0.00,81874993.85,45316533.85,2901034.87,28955186.18
2016-11-01,0.00,-23.59,3763.84,7964.09,57.54,1.62,239.79,682.63,347.18,0.00,64.23,0.00,1628.21,909.96,57.22,683.53,0.00,0.00,4808317.02,7169424.21,5004.50,1493.39,138036.36,313767.43,213843.44,0.00,39240.72,774.85,68.70,0.00,1022001.15,138415040.21,616851625.76,4015753.63,462526.81,18882747.17,52344032.16,41620419.38,0.00,4483476.92,0.00,114577989.23,38678187.27,6202021.43,55055164.29
2016-12-01,0.00,-16.90,4017.55,8983.60,41.32,3.18,217.47,575.45,196.62,0.00,66.49,0.00,1388.16,885.31,53.96,684.19,0.00,0.00,5151436.53,8072352.01,3229.35,3177.43,125183.29,274866.89,126939.36,0.00,40746.60,807.07,56.05,0.00,693886.24,121771341.55,545669357.41,2762149.91,3494981.81,27664250.53,46969854.22,25878468.04,0.00,4439293.46,0.00,67279068.51,38519682.40,3055141.60,46817940.05
2017-01-01,0.00,-55.31,4025.47,9759.44,15.82,33.62,273.13,960.00,532.44,0.00,65.63,0.00,816.73,857.87,55.37,685.82,0.00,0.00,5165871.92,8784873.46,368.58,35280.51,156887.40,458158.76,327138.93,0.00,40146.98,830.39,128.64,0.00,2706051.94,251215585.72,1374460236.73,4462402.37,23067190.16,31592418.79,184385258.35,151645224.58,0.00,13138483.21,0.00,100051651.28,61161649.29,5478390.10,113105555.13
2017-02-01,0.00,-51.37,3529.85,8719.83,16.17,41.54,249.56,954.14,567.93,0.00,57.69,0.00,908.76,820.59,49.80,618.47,0.00,0.00,4526836.32,7831529.11,340.23,43537.28,143390.67,458284.81,347757.47,0.00,35322.41,812.17,201.53,0.00,3930850.11,308368484.46,1865650003.49,3291922.34,39687437.55,90088783.89,228900406.81,242517803.53,0.00,13375561.11,0.00,230524149.44,90598709.60,9608013.81,157359283.76
2017-03-01,0.00,-32.40,3800.74,9341.01,15.16,5.74,275.20,1126.73,510.23,0.00,66.00,0.00,691.72,881.38,51.50,546.98,0.00,0.00,4853423.68,8416441.82,380.01,6093.36,156936.59,539602.96,307360.68,0.00,40292.92,828.73,97.79,0.00,2104354.29,333344807.88,862976928.94,1354555.64,2518001.62,45351949.70,121831897.82,71964121.58,0.00,5761445.53,0.00,82056718.79,80297918.03,5349110.99,64678223.27
2017-04-01,0.00,-23.81,3083.79,8179.36,3.49,0.03,207.64,1032.69,691.38,0.00,62.48,0.00,659.04,662.80,50.84,480.18,0.00,0.00,3687907.87,7364586.33,168.92,57.53,116868.86,508936.43,402400.91,0.00,37989.43,803.11,107.76,0.00,2066037.68,334920330.56,835739854.50,340356.66,6235.25,26738773.62,112781539.59,81425430.94,0.00,5927981.63,0.00,82035428.34,67444854.97,5379061.15,49752503.43
2017-05-01,0.00,-17.94,3104.42,9230.77,5.36,1.26,330.41,1053.71,376.70,0.00,59.20,0.00,1343.11,809.76,45.72,396.80,0.00,0.00,3718547.40,8299769.07,258.16,1662.21,187359.34,514332.33,221276.26,0.00,35739.96,775.36,97.76,0.00,1398883.62,328674940.61,821369229.23,513433.79,217677.45,45121733.96,105713312.71,44260622.59,0.00,5158540.14,0.00,153240882.66,77002910.20,3958157.82,36319329.99
2017-06-01,0.00,-10.68,3304.08,9713.35,17.09,0.34,352.93,1085.91,458.74,0.00,57.59,0.00,1403.39,474.81,39.44,350.13,0.00,0.00,3949161.61,8720038.04,1275.88,304.59,201784.53,512816.69,259524.69,0.00,35240.17,793.18,89.94,0.00,819909.79,324903533.00,794366248.63,1282230.34,47371.73,40354858.75,100517361.46,48080443.98,0.00,4372574.37,0.00,147108842.38,44641656.31,3197960.16,28737683.94
2017-07-01,0.00,-34.16,2830.26,10087.83,57.39,0.54,455.50,846.78,415.41,0.00,63.87,0.00,1423.81,1334.88,45.08,421.21,0.00,0.00,3368503.52,9088876.61,5406.10,741.12,257059.37,394978.63,246366.45,0.00,39232.83,746.65,99.05,0.00,2558274.49,331847527.71,871056861.15,4456906.49,72418.82,59246125.61,83255178.72,52966369.04,0.00,4977942.66,0.00,172777225.05,135972776.11,3824817.83,35902383.39
2017-08-01,0.00,-22.47,3272.00,9322.01,53.75,5.25,384.29,814.45,466.78,0.00,65.78,0.00,1487.50,1214.17,53.34,529.02,0.00,0.00,3897884.20,8372231.14,4794.48,4116.62,218683.44,350028.82,273238.69,0.00,40299.98,745.86,99.58,0.00,1799196.32,335793018.21,874031232.37,4400536.03,844205.25,48593234.04,83843320.79,56021826.57,0.00,5324815.04,0.00,161627537.15,106982910.99,5070525.90,44111668.55
2017-09-01,0.00,-15.00,2973.75,8257.78,51.20,1.32,204.97,906.12,378.71,0.00,65.12,0.00,1271.38,1460.96,57.48,624.57,0.00,0.00,3533727.82,7438130.97,4389.03,1281.63,116934.04,405610.80,217377.38,0.00,39834.35,724.04,83.44,0.00,1160388.35,238346414.61,699679439.17,4141445.30,166018.36,18224807.18,73666715.65,34749020.10,0.00,5240185.86,0.00,99988876.46,108359405.40,4875777.25,47455620.16
2017-10-01,0.00,-30.66,2870.02,8565.25,38.50,3.51,271.80,1010.87,246.78,0.00,63.15,0.00,1329.82,1012.32,59.77,637.66,0.00,0.00,3416679.58,7730774.39,3192.19,3610.94,153624.63,431036.70,146211.81,0.00,38545.78,741.58,78.79,0.00,2189231.82,209536404.97,692120470.88,3309135.13,392763.26,22070367.43,76925433.85,23915274.03,0.00,4971416.15,0.00,97924015.34,66556212.58,5019016.92,49349093.77
2017-11-01,-0.23,-22.96,2548.79,9009.18,55.56,2.77,495.25,1244.78,361.11,0.00,62.06,0.16,832.62,860.04,58.81,706.88,0.00,0.00,3031871.64,8106352.24,4926.85,2729.02,278759.84,559337.31,227945.93,0.00,37748.62,755.46,82.59,25395.48,1436868.93,242161633.71,657809940.70,3634760.84,254295.21,51810082.76,100182924.10,42743598.77,0.00,4056416.80,22386.94,85552080.53,72099265.11,4780318.32,62135129.01
2017-12-01,-3.07,-72.52,2968.59,9820.06,19.20,0.73,347.07,1187.26,295.19,0.00,63.92,2.49,754.42,975.83,68.48,795.17,0.00,0.00,3550060.44,8859372.86,595.81,632.90,196729.56,536541.89,172845.04,0.00,38936.55,775.47,80.32,245527.05,4637601.01,250581644.94,742244994.90,1397542.55,71305.53,33506576.10,96076020.77,30850083.88,0.00,4573061.06,236427.83,72067298.86,75686329.93,5494527.34,67024724.59
2018-01-01,-3.66,-15.14,3252.83,10133.65,21.56,4.96,322.05,1262.33,263.07,0.00,68.11,2.93,1088.96,978.21,71.19,798.95,0.00,0.00,3879232.55,9142652.30,618.66,5314.43,182240.35,579173.42,158757.18,0.00,41620.44,766.55,107.74,395566.73,937347.09,424481464.45,784428181.80,1681294.95,8662795.48,89456067.07,140341231.09,100599284.01,0.00,5166644.97,1100722.90,174032087.72,105489859.64,5859493.30,115282313.37
2018-02-01,-4.10,-10.52,2947.35,9042.08,16.24,5.85,250.96,1043.95,201.58,0.00,60.37,3.42,937.21,964.31,64.92,668.77,0.00,0.00,3515905.93,8136016.65,428.68,6218.90,142528.80,478602.87,118234.24,0.00,36931.40,767.94,85.82,356232.35,667813.09,282861792.75,665544182.14,1228150.65,2174226.94,38760970.80,95176122.61,37817085.23,0.00,4316959.98,561913.33,99203497.65,80676370.65,5026320.89,68449323.44
